paperId,title,year,venue,citationCount,referenceCount,abstract,authors,n_authors
0a6f0e30cca5fa3a291a55a4ddff44e569c89e97,Conceptual Modeling of Explainable Recommender Systems: An Ontological Formalization to Guide Their Design and Development,2021,Journal of Artificial Intelligence Research,13,85,"With the increasing importance of e-commerce and the immense variety of products, users need help to decide which ones are the most interesting to them. This is one of the main goals of recommender systems. However, users’ trust may be compromised if they do not understand how or why the recommendation was achieved. Here, explanations are essential to improve user confidence in recommender systems and to make the recommendation useful. 
Providing explanation capabilities into recommender systems is not an easy task as their success depends on several aspects such as the explanation’s goal, the user’s expectation, the knowledge available, or the presentation method. Therefore, this work proposes a conceptual model to alleviate this problem by defining the requirements of explanations for recommender systems. Our goal is to provide a model that guides the development of effective explanations for recommender systems as they are correctly designed and suited to the user’s needs. Although earlier explanation taxonomies sustain this work, our model includes new concepts not considered in previous works. Moreover, we make a novel contribution regarding the formalization of this model as an ontology that can be integrated into the development of proper explanations for recommender systems.","[{'authorId': '1410523548', 'name': 'Marta Caro-Martínez'}, {'authorId': '83898594', 'name': 'Guillermo Jiménez-Díaz'}, {'authorId': '1389962946', 'name': 'Juan A. Recio-García'}]",3
177427d07f2e7b54dbf9657d565cd51734eb0d10,Explainable Recommender Systems via Resolving Learning Representations,2020,International Conference on Information and Knowledge Management,24,57,"Recommender systems play a fundamental role in web applications in filtering massive information and matching user interests. While many efforts have been devoted to developing more effective models in various scenarios, the exploration on the explainability of recommender systems is running behind. Explanations could help improve user experience and discover system defects. In this paper, after formally introducing the elements that are related to model explainability, we propose a novel explainable recommendation model through improving the transparency of the representation learning process. Specifically, to overcome the representation entangling problem in traditional models, we revise traditional graph convolution to discriminate information from different layers. Also, each representation vector is factorized into several segments, where each segment relates to one semantic aspect in data. Different from previous work, in our model, factor discovery and representation learning are simultaneously conducted, and we are able to handle extra attribute information and knowledge. In this way, the proposed model can learn interpretable and meaningful representations for users and items. Unlike traditional methods that need to make a trade-off between explainability and effectiveness, the performance of our proposed explainable model is not negatively affected after considering explainability. Finally, comprehensive experiments are conducted to validate the performance of our model as well as explanation faithfulness.","[{'authorId': '47717322', 'name': 'Ninghao Liu'}, {'authorId': '144143228', 'name': 'Yong Ge'}, {'authorId': '2156060357', 'name': 'Li Li'}, {'authorId': '2283100826', 'name': 'X. Hu'}, {'authorId': '1562383795', 'name': 'Rui Chen'}, {'authorId': '2108645988', 'name': 'Soo-Hyun Choi'}]",6
a1eb6dd5bf57162f365f98717b9fc3882fe94025,Transparency in Fair Machine Learning: the Case of Explainable Recommender Systems,2018,Human and Machine Learning,68,48,,"[{'authorId': '4175388', 'name': 'B. Abdollahi'}, {'authorId': '2423522', 'name': 'O. Nasraoui'}]",2
6b82110ecae66a8bc32ff3f928cd2c1e40294db0,On Explainable Recommender Systems Based on Fuzzy Rule Generation Techniques,2019,International Conference on Artificial Intelligence and Soft Computing,8,21,,"[{'authorId': '2057189914', 'name': 'Tomasz Rutkowski'}, {'authorId': '2127620', 'name': 'Krystian Lapa'}, {'authorId': '145652012', 'name': 'R. Nowicki'}, {'authorId': '1726788', 'name': 'R. Nielek'}, {'authorId': '2455940', 'name': 'K. Grzanek'}]",5
903542ef41d5e33c82aceef692c85437e5dcafe5,Towards a knowledge based Explainable Recommender Systems,2019,International Conference on Big Data and Internet of Things,27,15,"Most current Machine Learning based recommender systems act like black boxes, not offering the user any insight into the system logic or justification for the recommendations. Thus, risking losing trust with users and failing to achieve acceptance. The goal of this work is to improve the explainability of recommender systems by using a knowledge extraction method.","[{'authorId': '2342422936', 'name': 'Amina Samih'}, {'authorId': '9139705', 'name': 'Amina Adadi'}, {'authorId': '50487490', 'name': 'M. Berrada'}]",3
4fbc63683b4d79c53488a8f98aa1e397e89426ed,Knowledge-aware Autoencoders for Explainable Recommender Systems,2018,DLRS@RecSys,42,25,"Recommender Systems have been widely used to help users in finding what they are looking for thus tackling the information overload problem. After several years of research and industrial findings looking after better algorithms to improve accuracy and diversity metrics, explanation services for recommendation are gaining momentum as a tool to provide a human-understandable feedback to results computed, in most of the cases, by black-box machine learning techniques. As a matter of fact, explanations may guarantee users satisfaction, trust, and loyalty in a system. In this paper, we evaluate how different information encoded in a Knowledge Graph are perceived by users when they are adopted to show them an explanation. More precisely, we compare how the use of categorical information, factual one or a mixture of them both in building explanations, affect explanatory criteria for a recommender system. Experimental results are validated through an A/B testing platform which uses a recommendation engine based on a Semantics-Aware Autoencoder to build users profiles which are in turn exploited to compute recommendation lists and to provide an explanation.","[{'authorId': '31614629', 'name': 'Vito Bellini'}, {'authorId': '10668128', 'name': 'Angelo Schiavone'}, {'authorId': '1737962', 'name': 'T. D. Noia'}, {'authorId': '1738932', 'name': 'Azzurra Ragone'}, {'authorId': '1738818', 'name': 'E. Sciascio'}]",5
adb465db0731e405c7c7d7a588cf2ea1e48074e1,PhD position in Explainable Recommender Systems,2020,,0,0,,"[{'authorId': '2024649509', 'name': 'A. Chauvin'}]",1
04304f657d01c09ff0f59f02de1d8e116c296450,An explainable content-based approach for recommender systems: a case study in journal recommendation for paper submission,2024,User Model. User Adapt. Interact.,10,50,"Explainable artificial intelligence is becoming increasingly important in new artificial intelligence developments since it enables users to understand and consequently trust system output. In the field of recommender systems, explanation is necessary not only for such understanding and trust but also because if users understand why the system is making certain suggestions, they are more likely to consume the recommended product. This paper proposes a novel approach for explaining content-based recommender systems by specifically focusing on publication venue recommendation. In this problem, the authors of a new research paper receive recommendations about possible journals (or other publication venues) to which they could submit their article based on content similarity, while the recommender system simultaneously explains its decisions. The proposed explanation ecosystem is based on various elements that support the explanation (topics, related articles, relevant terms, etc.) and is fully integrated with the underlying recommendation model. The proposed method is evaluated through a user study in the biomedical field, where transparency, satisfaction, trust, and scrutability are assessed. The obtained results suggest that the proposed approach is effective and useful for explaining the output of the recommender system to users.","[{'authorId': '2314816151', 'name': 'Luis M. de Campos'}, {'authorId': '1397395901', 'name': 'J. M. Fernández-Luna'}, {'authorId': '1690193', 'name': 'J. Huete'}]",3
4e5385d6d4afd2f2b00a8d5998b6b61339e191f9,Explainable Multi-Stakeholder Job Recommender Systems,2024,ACM Conference on Recommender Systems,4,19,"Public opinion on recommender systems has become increasingly wary in recent years. In line with this trend, lawmakers have also started to become more critical of such systems, resulting in the introduction of new laws focusing on aspects such as privacy, fairness, and explainability for recommender systems and AI at large. These concepts are especially crucial in high-risk domains such as recruitment. In recruitment specifically, decisions carry substantial weight, as the outcomes can significantly impact individuals’ careers and companies’ success. Additionally, there is a need for a multi-stakeholder approach, as these systems are used by job seekers, recruiters, and companies simultaneously, each with its own requirements and expectations. In this paper, I summarize my current research on the topic of explainable, multi-stakeholder job recommender systems and set out a number of future research directions.","[{'authorId': '2187199259', 'name': 'Roan Schellingerhout'}]",1
72986cada4a8269041f1b153b08c51f8707afd91,Towards Explainable Conversational Recommender Systems,2023,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,21,47,"Explanations in conventional recommender systems have demonstrated benefits in helping the user understand the rationality of the recommendations and improving the system's efficiency, transparency, and trustworthiness. In the conversational environment, multiple contextualized explanations need to be generated, which poses further challenges for explanations. To better measure explainability in CRS, we propose ten evaluation perspectives based on the concepts from conventional recommender systems together with the characteristics of CRS. We assess five existing CRS benchmark datasets using these metrics and observe the necessity of improving the explanation quality of CRS. To achieve this, we conduct manual and automatic approaches to extend these dialogues and construct a new CRS dataset, namely Explainable Recommendation Dialogues (E-ReDial). It includes 756 dialogues with over 2,000 high-quality rewritten explanations. We compare two baseline approaches to perform explanation generation based on E-ReDial. Experimental results suggest that models trained on E-ReDial can significantly improve explainability while introducing knowledge into the models can further improve the performance. GPT-3 in the in-context learning setting can generate more realistic and diverse movie descriptions. In contrast, T5 training on E-Redial can better generate clear reasons for recommendations based on user preferences. E-ReDial is available at https://github.com/Superbooming/E-ReDial.","[{'authorId': '2119112577', 'name': 'Shuyu Guo'}, {'authorId': '2108032328', 'name': 'Shuo Zhang'}, {'authorId': '2153198380', 'name': 'Weiwei Sun'}, {'authorId': '1749477', 'name': 'Pengjie Ren'}, {'authorId': '1721165', 'name': 'Zhumin Chen'}, {'authorId': '2780667', 'name': 'Z. Ren'}]",6
5f7e543af1fa5f5e836e9789335f9b23e576d2bc,Using folk theories of recommender systems to inform human-centered explainable AI (HCXAI),2023,Canadian journal of information and library science,3,0,"This study uses folk theories of the Spotify music recommender system to inform the principles of human-centered explainable AI (HCXAI). The results show that folk theories can reinforce, challenge, and augment these principles facilitating the development of more transparent and explainable recommender systems for the non-expert, lay public.","[{'authorId': '2264939653', 'name': 'Michael Ridley'}]",1
bfc22ef20dee9cbbeabe1363c044cb498e417880,Explainable Meta-Path Based Recommender Systems,2023,Trans. Recomm. Syst.,10,56,"Meta-paths have been popularly used to provide explainability in recommendations. Although long/complicated meta-paths could represent complex user-item connectivity, they are not easy to interpret. This work tackles this problem by introducing a meta-path translation task. The objective is to translate a meta-path to its comparable explainable meta-paths that perform similarly in terms of recommendation but have higher explainability compared to the given one. We propose a definition of meta-path explainability to determine comparable explainable meta-paths and a meta-path grammar that allows comparable explainable meta-paths to be formed in a similar way as sentences in human languages. Based on this grammar, we propose a meta-path translation model, a sequence-to-sequence (Seq2Seq) model to translate a long and complicated meta-path to its comparable explainable meta-paths. Two novel datasets for meta-path translation were generated based on two real-world recommendation datasets. The experiments were conducted on these generated datasets. The results show that our model outperformed state-of-the-art Seq2Seq baselines regarding meta-path translation and maintained a better trade-off between accuracy and diversity/readability in predicting comparable explainable meta-paths. These results indicate that our model can effectively generate a group of explainable meta-paths as alternative explanations for those recommendations based on any given long/complicated meta-path.","[{'authorId': '52196310', 'name': 'Thanet Markchom'}, {'authorId': '2266015545', 'name': 'Huizhi Liang'}, {'authorId': '2248238572', 'name': 'James Ferryman'}]",3
7491eb4fa2cb27daa4dbd3d0ec838cc7b6863692,Scalable and explainable visually-aware recommender systems,2023,Knowledge-Based Systems,14,44,,"[{'authorId': '52196310', 'name': 'Thanet Markchom'}, {'authorId': '34727566', 'name': 'Huizhi Liang'}, {'authorId': '113273965', 'name': 'James T Ferryman'}]",3
63a632afd5027eeb23fb18357c6eec414c4f4818,A Survey of Explainable E-Commerce Recommender Systems,2022,2022 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT),2,44,"Since the growing information overload has become more and more serious on the Web, especially in the field of e-commerce. The explainable recommender system plays a crucial role in providing users with explanations of recommendations to enhance customer satisfaction and loyalty. In recent years, various explainable recommender approaches have been proposed and applied in e-commerce. This survey will review the development of explainable recommender systems, existing methods to generate explainable recommendations, applications in the e-commerce field, and further discuss future directions that can be incorporated and implemented to improve the quality of explainable recommender systems.","[{'authorId': '1832848446', 'name': 'Huaqi Gao'}, {'authorId': '2215370366', 'name': 'Shunke Zhou'}]",2
e00e06683dba1b5bda23b8cdb78a31f1d345c018,"Measuring ""Why"" in Recommender Systems: a Comprehensive Survey on the Evaluation of Explainable Recommendation",2022,arXiv.org,38,69,"Explainable recommendation has shown its great advantages for improving recommendation persuasiveness, user satisfaction, system transparency, among others. A fundamental problem of explainable recommendation is how to evaluate the explanations. In the past few years, various evaluation strategies have been proposed. However, they are scattered in different papers, and there lacks a systematic and detailed comparison between them. To bridge this gap, in this paper, we comprehensively review the previous work, and provide different taxonomies for them according to the evaluation perspectives and evaluation methods. Beyond summarizing the previous work, we also analyze the (dis)advantages of existing evaluation methods and provide a series of guidelines on how to select them. The contents of this survey are based on more than 100 papers from top-tier conferences like IJCAI, AAAI, TheWebConf, Recsys, UMAP, and IUI, and their complete summarization are presented at https://shimo.im/sheets/VKrpYTcwVH6KXgdy/MODOC/. With this survey, we finally aim to provide a clear and comprehensive review on the evaluation of explainable recommendation.","[{'authorId': '49795005', 'name': 'Xu Chen'}, {'authorId': '1591136873', 'name': 'Yongfeng Zhang'}, {'authorId': '2113341875', 'name': 'Jingxuan Wen'}]",3
1767850776facae214e643dcb3d1a1aa99aea8c4,"A Comparative Review of Expert Systems, Recommender Systems, and Explainable AI",2022,2022 IEEE 7th International conference for Convergence in Technology (I2CT),10,0,"Previously Expert Systems (ES) dominated Artificial Intelligence (AI) applications and various ES were developed in multiple domains. However, due to knowledge acquisition bottlenecks, these systems fell out of use. With the rise in Machine Learning (ML) and Deep Learning (DL) approaches, another category of systems called Recommender Systems (RS) is now developed for various application domains. As ML/DL systems acted like black boxes, explainable AI (XAI) came into the picture to provide explanations for the recommendations or predictions made. In this paper, we review the architectural similarities and differences between these three approaches along with applications and future directions. It is important to study these to predict the future of RS and any possible resurgence of ES, developments in XAI and application domains.","[{'authorId': '152866889', 'name': 'M. Ravi'}, {'authorId': '1728262', 'name': 'A. Negi'}, {'authorId': '2155000143', 'name': 'Sanjay Chitnis'}]",3
21be2210c4a4de7a9ce0cb59e4d0fc28921d68a5,Leveraging ChatGPT for Automated Human-centered Explanations in Recommender Systems,2024,International Conference on Intelligent User Interfaces,33,24,"The adoption of recommender systems (RSs) in various domains has become increasingly popular, but concerns have been raised about their lack of transparency and interpretability. While significant advancements have been made in creating explainable RSs, there is still a shortage of automated approaches that can deliver meaningful and contextual human-centered explanations. Numerous researchers have evaluated explanations based on human-generated recommendations and explanations to address this gap. However, such approaches do not scale for real-world systems. Building on recent research that exploits Large Language Models (LLMs) for RSs, we propose leveraging the conversational capabilities of ChatGPT to provide users with personalized, human-like, and meaningful explanations for recommended items. Our paper presents one of the first user studies that measure users’ perceptions of ChatGPT-generated explanations while acting as an RS. Regarding recommendations, we assess whether users prefer ChatGPT over random (but popular) recommendations. Concerning explanations, we assess users’ perceptions of personalization, effectiveness, and persuasiveness. Our findings reveal that users tend to prefer ChatGPT-generated recommendations over popular ones. Additionally, personalized rather than generic explanations prove to be more effective when the recommended item is unfamiliar.","[{'authorId': '2269452111', 'name': 'Ítallo Silva'}, {'authorId': '2159497665', 'name': 'L. Marinho'}, {'authorId': '2186119813', 'name': 'Alan Said'}, {'authorId': '1918235', 'name': 'M. Willemsen'}]",4
c25dd5b15f2225322148c0e29d406c9957f72674,"A Systematic Review of Deep Knowledge Graph-Based Recommender Systems, with Focus on Explainable Embeddings",2022,International Conference on Data Technologies and Applications,8,93,"Recommender systems (RS) have been developed to make personalized suggestions and enrich users’ preferences in various online applications to address the information explosion problems. However, traditional recommender-based systems act as black boxes, not presenting the user with insights into the system logic or reasons for recommendations. Recently, generating explainable recommendations with deep knowledge graphs (DKG) has attracted significant attention. DKG is a subset of explainable artificial intelligence (XAI) that utilizes the strengths of deep learning (DL) algorithms to learn, provide high-quality predictions, and complement the weaknesses of knowledge graphs (KGs) in the explainability of recommendations. DKG-based models can provide more meaningful, insightful, and trustworthy justifications for recommended items and alleviate the information explosion problems. Although several studies have been carried out on RS, only a few papers have been published on DKG-based methodologies, and a review in this new research direction is still insufficiently explored. To fill this literature gap, this paper uses a systematic literature review framework to survey the recently published papers from 2018 to 2022 in the landscape of DKG and XAI. We analyze how the methods produced in these papers extract essential information from graph-based representations to improve recommendations’ accuracy, explainability, and reliability. From the perspective of the leveraged knowledge-graph related information and how the knowledge-graph or path embeddings are learned and integrated with the DL methods, we carefully select and classify these published works into four main categories: the Two-stage explainable learning methods, the Joint-stage explainable learning methods, the Path-embedding explainable learning methods, and the Propagation explainable learning methods. We further summarize these works according to the characteristics of the approaches and the recommendation scenarios to facilitate the ease of checking the literature. We finally conclude by discussing some open challenges left for future research in this vibrant field.","[{'authorId': '70326112', 'name': 'R. Doh'}, {'authorId': '2110616186', 'name': 'Conghua Zhou'}, {'authorId': '2059615608', 'name': 'John Kingsley Arthur'}, {'authorId': '2379399679', 'name': 'Isaac Tawiah'}, {'authorId': '1404440022', 'name': 'Benjamin Doh'}]",5
229ac921a1ef8a9683821f024a45163f6dcfda94,Expressive Latent Feature Modelling for Explainable Matrix Factorisation-based Recommender Systems,2022,ACM Trans. Interact. Intell. Syst.,3,43,"The traditional matrix factorisation (MF)-based recommender system methods, despite their success in making the recommendation, lack explainable recommendations as the produced latent features are meaningless and cannot explain the recommendation. This article introduces an MF-based explainable recommender system framework that utilises the user-item rating data and the available item information to model meaningful user and item latent features. These features are exploited to enhance the rating prediction accuracy and the recommendation explainability. Our proposed feature-based explainable recommender system framework utilises these meaningful user and item latent features to explain the recommendation without relying on private or outer data. The recommendations are explained to the user using text message and bar chart. Our proposed model has been evaluated in terms of the rating prediction accuracy and the reasonableness of the explanation using six real-world benchmark datasets for movies, books, video games, and fashion recommendation systems. The results show that the proposed model can produce accurate explainable recommendations.","[{'authorId': '114468283', 'name': 'Abdullah Alhejaili'}, {'authorId': '2164040526', 'name': 'Shaheen Fatima'}]",2
